planet_name,default_flag,discovery_method,discovery_year,solution_type,pl_controv_flag,orbital_period_days,orbital_distance_au,planet_mass_earth,planet_mass_jupiter
HD 28471 b,1,Radial Velocity,2025,Published Confirmed,0,3.1649,0.042,3.72,0.01170443
HD 28471 c,1,Radial Velocity,2025,Published Confirmed,0,6.1245,0.065,5.72,0.01799713
HD 28471 d,1,Radial Velocity,2025,Published Confirmed,0,11.681,0.1,4.91,0.01544859
HD 285507 b,1,Radial Velocity,2013,Published Confirmed,0,6.0881,0.06,311.4734,0.98
HD 285968 b,1,Radial Velocity,2008,Published Confirmed,0,8.7836,0.066,8.4,0.026
HD 28678 b,1,Radial Velocity,2011,Published Confirmed,0,380.2,1.18,490.09386,1.542
HD 29021 b,1,Radial Velocity,2017,Published Confirmed,0,1365.0,2.294,1420.69297929,4.47
HD 290327 b,1,Radial Velocity,2009,Published Confirmed,0,2443.0,3.43,772.3269,2.43
HD 29399 b,1,Radial Velocity,2022,Published Confirmed,0,892.7,1.913,498.99059899,1.57
HD 2952 b,1,Radial Velocity,2013,Published Confirmed,0,312.08,1.117,284.77425267,0.896
HD 29985 b,1,Radial Velocity,2022,Published Confirmed,0,20608.14049,13.39,1739.47487151,5.473
HD 30177 b,1,Radial Velocity,2002,Published Confirmed,0,2539.0,3.49,2622.08435775,8.25
HD 30177 c,1,Radial Velocity,2016,Published Confirmed,0,11320.0,9.9,1484.25866069,4.67
HD 30562 b,1,Radial Velocity,2009,Published Confirmed,0,1157.0,2.34,387.7526,1.22
HD 30669 b,1,Radial Velocity,2014,Published Confirmed,0,1684.0,2.69,149.37,0.47
HD 30856 b,1,Radial Velocity,2011,Published Confirmed,0,847.0,1.85,491.68301,1.547
HD 31253 b,1,Radial Velocity,2010,Published Confirmed,0,466.0,1.26,197.0546,0.62
HD 31527 b,1,Radial Velocity,2019,Published Confirmed,0,16.5535,0.1254,10.47,0.0329
HD 31527 c,1,Radial Velocity,2019,Published Confirmed,0,51.2053,0.2663,14.16,0.0445
HD 31527 d,1,Radial Velocity,2019,Published Confirmed,0,271.6737,0.8098,11.82,0.0372
HD 3167 b,1,Transit,2016,Published Confirmed,0,0.95965451,0.01814,4.844,0.01524093
HD 3167 c,1,Transit,2016,Published Confirmed,0,29.846511,0.1794,11.41,0.03589987
HD 3167 d,1,Radial Velocity,2017,Published Confirmed,0,8.3967,0.077,7.3,0.02296837
HD 3167 e,1,Radial Velocity,2022,Published Confirmed,0,91.9,0.3797,14.9,0.04688064
HD 32518 b,1,Radial Velocity,2009,Published Confirmed,0,157.35,0.594,905.49313154,2.849
HD 32963 b,1,Radial Velocity,2015,Published Confirmed,0,2372.0,3.41,222.481,0.7
HD 330075 b,1,Radial Velocity,2004,Published Confirmed,0,3.38773,0.04,152.5584,0.48
HD 331093 b,1,Radial Velocity,2021,Published Confirmed,0,621.62,1.44,476.7426105,1.5
HD 33142 b,1,Radial Velocity,2011,Published Confirmed,0,330.0,1.074,400.46379282,1.26
HD 33142 c,1,Radial Velocity,2016,Published Confirmed,0,810.2,1.955,282.86728223,0.89
HD 33142 d,1,Radial Velocity,2022,Published Confirmed,0,89.9,0.452,63.5656814,0.2
HD 332231 b,1,Transit,2020,Published Confirmed,0,18.712024,0.145,74.1,0.23314467
HD 33283 b,1,Radial Velocity,2006,Published Confirmed,0,18.1991,0.1508,104.56607,0.329
HD 33564 b,1,Radial Velocity,2005,Published Confirmed,0,388.0,1.1,2892.1,9.1
HD 33844 b,1,Radial Velocity,2015,Published Confirmed,0,551.40002,1.6,638.8383,2.01
HD 33844 c,1,Radial Velocity,2015,Published Confirmed,1,916.0,2.24,556.2025,1.75
HD 34445 b,1,Radial Velocity,2009,Published Confirmed,0,1049.0,2.07,260.6206,0.82
HD 34445 c,1,Radial Velocity,2017,Published Confirmed,0,214.67,0.7181,53.5,0.168
HD 34445 d,1,Radial Velocity,2017,Published Confirmed,0,117.87,0.4817,30.7,0.097
HD 34445 e,1,Radial Velocity,2017,Published Confirmed,0,49.175,0.2687,16.8,0.0529
HD 34445 f,1,Radial Velocity,2017,Published Confirmed,0,676.8,1.543,37.9,0.119
HD 34445 g,1,Radial Velocity,2017,Published Confirmed,0,5700.0,6.36,120.6,0.38
HD 35759 b,1,Radial Velocity,2016,Published Confirmed,0,82.467,0.389,1195.0408,3.76
HD 35843 b,1,Radial Velocity,2025,Published Confirmed,0,9.8991,0.088,5.84,0.01837469
HD 35843 c,1,Transit,2025,Published Confirmed,0,46.9622,0.25,11.32,0.0356167
HD 360 b,1,Radial Velocity,2021,Published Confirmed,0,273.1,0.98,238.37130525,0.75
HD 36384 b,1,Radial Velocity,2023,Published Confirmed,0,490.0,1.3,2097.6674862,6.6
HD 3651 b,1,Radial Velocity,2003,Published Confirmed,0,62.25,0.295,72.46524,0.228
HD 37124 b,1,Radial Velocity,2002,Published Confirmed,0,154.378,0.53364,214.53525,0.675
HD 37124 c,1,Radial Velocity,2002,Published Confirmed,0,885.5,1.71,207.22516,0.652
HD 37124 d,1,Radial Velocity,2005,Published Confirmed,0,1862.0,2.807,221.20968,0.696
HD 37605 b,1,Radial Velocity,2004,Published Confirmed,0,55.01292,0.277,854.9627,2.69
HD 37605 c,1,Radial Velocity,2012,Published Confirmed,0,2720.0,3.74,1013.8777,3.19
HD 3765 b,1,Radial Velocity,2021,Published Confirmed,0,1211.0,2.108,54.98431441,0.173
HD 38283 b,1,Radial Velocity,2010,Published Confirmed,0,363.20001,1.02,127.132,0.4
HD 38529 b,1,Radial Velocity,2000,Published Confirmed,0,14.3099,0.115,206.58846455,0.65
HD 38529 c,1,Radial Velocity,2000,Published Confirmed,0,2127.60566,3.226,3299.05886466,10.38
HD 38801 b,1,Radial Velocity,2009,Published Confirmed,0,685.25,1.623,3082.31534,9.698
HD 39091 b,1,Radial Velocity,2001,Published Confirmed,0,2088.8,3.28,4481.3805387,14.1
HD 39194 b,1,Radial Velocity,2021,Published Confirmed,0,5.63692,0.05895,4.62,0.01453615
HD 39194 c,1,Radial Velocity,2021,Published Confirmed,0,14.0309,0.1083,7.49,0.02356618
HD 39194 d,1,Radial Velocity,2021,Published Confirmed,0,33.874,0.1949,5.16,0.01623518
HD 39855 b,1,Radial Velocity,2019,Published Confirmed,0,3.2498,0.041,8.5,0.02674386
HD 40307 b,1,Radial Velocity,2009,Published Confirmed,0,4.3123,0.0468,4.0,0.0126
HD 40307 c,1,Radial Velocity,2009,Published Confirmed,0,9.6184,0.0799,6.6,0.0208
HD 40307 d,1,Radial Velocity,2009,Published Confirmed,0,20.432,0.1321,9.5,0.0299
HD 40307 f,1,Radial Velocity,2013,Published Confirmed,0,51.76,0.247,5.2,0.0164
HD 40307 g,1,Radial Velocity,2013,Published Confirmed,1,197.8,0.6,7.1,0.0223
HD 40956 b,1,Radial Velocity,2017,Published Confirmed,0,578.6,1.4,858.141,2.7
HD 40979 b,1,Radial Velocity,2002,Published Confirmed,0,264.14999,0.85,1484.2661,4.67
HD 4113 b,1,Radial Velocity,2007,Published Confirmed,0,526.5239,1.28,541.26177712,1.703
HD 42012 b,1,Radial Velocity,2017,Published Confirmed,0,857.5,1.67,508.528,1.6
HD 4203 b,1,Radial Velocity,2001,Published Confirmed,0,431.88,1.17,708.7609,2.23
HD 4203 c,1,Radial Velocity,2014,Published Confirmed,0,6700.0,6.95,689.66,2.17
HD 4208 b,1,Radial Velocity,2001,Published Confirmed,0,832.97,1.662,257.4423,0.81
HD 42618 b,1,Radial Velocity,2016,Published Confirmed,0,149.61,0.554,14.4,0.04530724
HD 4308 b,1,Radial Velocity,2005,Published Confirmed,0,15.56,0.12,15.8915,0.05
HD 4313 b,1,Radial Velocity,2009,Published Confirmed,0,356.21,1.157,612.45841,1.927
HD 43197 b,1,Radial Velocity,2010,Published Confirmed,0,308.92072,0.882,175.75910907,0.553
HD 43197 c,1,Radial Velocity,2022,Published Confirmed,0,9295.9735,8.54,2500.67390628,7.868
HD 43691 b,1,Radial Velocity,2007,Published Confirmed,0,36.9987,0.238,810.4665,2.55
HD 44219 b,1,Radial Velocity,2010,Published Confirmed,0,472.0,1.26,184.34047606,0.58
HD 45184 b,1,Radial Velocity,2019,Published Confirmed,0,5.8854,0.0644,12.19,0.0384
HD 45184 c,1,Radial Velocity,2019,Published Confirmed,0,13.1354,0.11,8.81,0.0277
HD 45350 b,1,Radial Velocity,2004,Published Confirmed,0,963.6,1.92,568.89,1.79
HD 45364 b,1,Radial Velocity,2008,Published Confirmed,0,225.79,0.6793,60.16491745,0.1893
HD 45364 c,1,Radial Velocity,2008,Published Confirmed,0,345.43,0.902,174.48779544,0.549
HD 45652 b,1,Radial Velocity,2008,Published Confirmed,0,44.073,0.237,137.62039,0.433
HD 457 b,1,Radial Velocity,2022,Published Confirmed,0,20324.58153,15.369,8445.3364308,26.572
HD 46375 b,1,Radial Velocity,2000,Published Confirmed,0,3.023573,0.0398,71.8,0.226
HD 47186 b,1,Radial Velocity,2008,Published Confirmed,0,4.0845,0.05,22.2481,0.07
HD 47186 c,1,Radial Velocity,2008,Published Confirmed,0,1353.6,2.395,111.42,0.35061
HD 4732 b,1,Radial Velocity,2012,Published Confirmed,0,371.74,1.129,631.2072163,1.986
HD 4732 c,1,Radial Velocity,2012,Published Confirmed,0,3184.2,4.725,1069.49258955,3.365
HD 47366 b,1,Radial Velocity,2016,Published Confirmed,0,360.08,1.207,661.71874337,2.082
HD 47366 c,1,Radial Velocity,2016,Published Confirmed,0,677.53,1.84,483.73483545,1.522
HD 47536 b,1,Radial Velocity,2002,Published Confirmed,0,712.13,1.93,2330.0,7.32
HD 4760 b,1,Radial Velocity,2021,Published Confirmed,0,434.0,1.14,4417.837,13.9
HD 48265 b,1,Radial Velocity,2008,Published Confirmed,0,778.51,1.814,484.69075,1.525
HD 48265 c,1,Radial Velocity,2026,Published Confirmed,0,10418.0,10.4,1414.33641115,4.45
HD 48948 b,1,Radial Velocity,2024,Published Confirmed,0,7.34013,0.0652,4.88,0.0153542
HD 48948 c,1,Radial Velocity,2024,Published Confirmed,0,38.06,0.1951,7.27,0.02287398
HD 48948 d,1,Radial Velocity,2024,Published Confirmed,0,151.92,0.4894,10.59,0.03331987
HD 4917 b,1,Radial Velocity,2018,Published Confirmed,0,400.5,1.167,513.29545,1.615
HD 49674 b,1,Radial Velocity,2002,Published Confirmed,0,4.94737,0.06,31.783,0.1
HD 50499 b,1,Radial Velocity,2005,Published Confirmed,0,2447.1,3.833,519.96988,1.636
HD 50499 c,1,Radial Velocity,2019,Published Confirmed,0,8619.9,9.02,931.2419,2.93
HD 50554 b,1,Radial Velocity,2002,Published Confirmed,0,1293.0,2.353,1574.464,4.954
HD 51608 b,1,Radial Velocity,2019,Published Confirmed,0,14.0726,0.1059,12.77,0.0402
HD 51608 c,1,Radial Velocity,2019,Published Confirmed,0,95.9446,0.3809,14.31,0.045
HD 52265 b,1,Radial Velocity,2000,Published Confirmed,0,119.27,0.52,384.5743,1.21
HD 5278 b,1,Transit,2021,Published Confirmed,0,14.339156,0.1202,7.8,0.02454154
HD 5278 c,1,Radial Velocity,2021,Published Confirmed,0,40.87,0.2416,18.4,0.05789287
HD 5319 b,1,Radial Velocity,2007,Published Confirmed,0,637.1,1.57,494.54348,1.556
HD 5319 c,1,Radial Velocity,2014,Published Confirmed,0,872.2,1.93,334.67499,1.053
HD 5388 b,1,Radial Velocity,2010,Published Confirmed,1,772.5,1.757,1017.0509024,3.2
HD 55696 b,1,Radial Velocity,2018,Published Confirmed,0,1827.0,3.18,1230.0021,3.87
HD 5583 b,1,Radial Velocity,2016,Published Confirmed,0,139.35,0.53,1837.0574,5.78
HD 5608 b,1,Radial Velocity,2012,Published Confirmed,0,768.7,1.79,371.22357938,1.168
HD 564 b,1,Radial Velocity,2014,Published Confirmed,0,492.3,1.2,104.88,0.33
HD 56414 b,1,Transit,2022,Published Confirmed,0,29.04992,0.229,,
HD 56957 b,1,Radial Velocity,2022,Published Confirmed,0,5859.08992,6.426,1880.90851263,5.918
HD 5891 b,1,Radial Velocity,2011,Published Confirmed,0,177.11,0.64,2425.0429,7.63
HD 59686 A b,1,Radial Velocity,2016,Published Confirmed,0,299.36,1.086,2199.3836,6.92
HD 60292 b,1,Radial Velocity,2020,Published Confirmed,0,495.4,1.5,2065.895,6.5
HD 60532 b,1,Radial Velocity,2008,Published Confirmed,0,201.9,0.77,336.8998,1.06
HD 60532 c,1,Radial Velocity,2008,Published Confirmed,0,600.1,1.6,797.7533,2.51
HD 6061 b,1,Transit,2023,Published Confirmed,0,5.2549,0.06,10.0,0.03146352
HD 60779 b,1,Transit,2026,Published Confirmed,0,29.986175,0.1922,14.19,0.04464673
HD 62364 b,1,Radial Velocity,2022,Published Confirmed,0,5138.0,6.15,5965.63919939,18.77
HD 62509 b,1,Radial Velocity,2006,Published Confirmed,0,589.64,1.64,731.0,2.3
HD 62549 b,1,Radial Velocity,2022,Published Confirmed,0,14306.88519,11.842,2707.58019923,8.519
HD 63433 d,1,Transit,2023,Published Confirmed,0,4.209075,0.0503,,
HD 63454 b,1,Radial Velocity,2005,Published Confirmed,0,2.81805,0.04,79.4575,0.25
HD 63765 b,1,Radial Velocity,2011,Published Confirmed,0,358.0,0.94,168.4499,0.53
HD 63935 b,1,Transit,2021,Published Confirmed,0,9.058807,0.083,10.5,0.03303669
HD 63935 c,1,Radial Velocity,2021,Published Confirmed,0,21.4027,0.148,11.1,0.03492451
HD 64114 b,1,Radial Velocity,2019,Published Confirmed,0,45.791,0.246,17.8,0.05600478
HD 64121 b,1,Radial Velocity,2022,Published Confirmed,0,623.0,1.51,813.64072192,2.56
HD 6434 b,1,Radial Velocity,2003,Published Confirmed,0,21.998,0.14,155.7367,0.49
HD 65216 b,1,Radial Velocity,2003,Published Confirmed,0,577.6,1.301,411.58985,1.295
HD 65216 c,1,Radial Velocity,2013,Published Confirmed,0,5370.0,5.75,645.1949,2.03
HD 66141 b,1,Radial Velocity,2012,Published Confirmed,0,480.5,1.2,1906.9,6.0
HD 66428 b,1,Radial Velocity,2005,Published Confirmed,0,2269.81726,3.395,3478.94974302,10.946
HD 66428 c,1,Radial Velocity,2021,Published Confirmed,0,10478.84437,9.408,560.64930995,1.764
HD 67087 b,1,Radial Velocity,2015,Published Confirmed,0,352.2,1.08,973.0,3.06
HD 67087 c,1,Radial Velocity,2015,Published Confirmed,0,2374.0,3.86,1540.0,4.85
HD 6718 b,1,Radial Velocity,2009,Published Confirmed,1,2476.0,3.53,762.7881768,2.4
HD 68402 b,1,Radial Velocity,2016,Published Confirmed,0,1103.0,2.18,975.7381,3.07
HD 68475 b,1,Radial Velocity,2026,Published Confirmed,0,7832.0,7.27,1639.99458012,5.16
HD 6860 b,1,Radial Velocity,2023,Published Confirmed,0,663.87,2.03,8981.83078182,28.26
HD 68988 b,1,Radial Velocity,2001,Published Confirmed,0,6.27711,0.07,626.1251,1.97
HD 68988 c,1,Radial Velocity,2021,Published Confirmed,0,16000.0,13.2,4767.426105,15.0
HD 69123 b,1,Radial Velocity,2022,Published Confirmed,0,1193.3,2.482,966.19835728,3.04
HD 69830 b,1,Radial Velocity,2006,Published Confirmed,0,8.667,0.0785,10.2,0.0321
HD 69830 c,1,Radial Velocity,2006,Published Confirmed,0,31.56,0.186,11.8,0.0371
HD 69830 d,1,Radial Velocity,2006,Published Confirmed,0,197.0,0.63,18.1,0.057
HD 70573 b,1,Radial Velocity,2007,Published Confirmed,0,851.8,1.76,1900.0,6.1
HD 70642 b,1,Radial Velocity,2003,Published Confirmed,0,2124.54,3.318,633.43519,1.993
HD 7199 b,1,Radial Velocity,2011,Published Confirmed,0,615.0,1.36,85.8141,0.27
HD 72490 b,1,Radial Velocity,2018,Published Confirmed,0,858.0,1.88,561.92344,1.768
HD 72659 b,1,Radial Velocity,2002,Published Confirmed,0,3549.0,4.607,906.12878836,2.851
HD 72892 b,1,Radial Velocity,2016,Published Confirmed,0,39.44603,0.228,1737.88572948,5.468
HD 73256 c,1,Radial Velocity,2023,Published Confirmed,0,2690.0,3.8,5085.254512,16.0
HD 73267 b,1,Radial Velocity,2008,Published Confirmed,0,1257.99159,2.229,1321.53051631,4.158
HD 73267 c,1,Radial Velocity,2022,Published Confirmed,0,17071.78045,12.688,1630.77755632,5.131
HD 73344 b,1,Transit,2024,Published Confirmed,0,15.611,0.131,10.48,0.03297377
HD 73344 c,1,Radial Velocity,2025,Published Confirmed,0,65.94,0.3388,118.54999581,0.373
HD 73344 d,1,Radial Velocity,2025,Published Confirmed,0,5823.0,6.7,810.46243785,2.55
HD 73526 b,1,Radial Velocity,2002,Published Confirmed,1,188.3,0.65,978.9164,3.08
HD 73526 c,1,Radial Velocity,2005,Published Confirmed,0,379.1,1.03,715.09,2.25
HD 73534 b,1,Radial Velocity,2008,Published Confirmed,0,1750.0,2.99,353.42696,1.112
HD 73583 b,1,Transit,2022,Published Confirmed,0,6.398042,0.0604,10.2,0.03209279
HD 73583 c,1,Transit,2022,Published Confirmed,0,18.87974,0.1242,9.7,0.03051961
HD 74156 b,1,Radial Velocity,2003,Published Confirmed,0,51.63564,0.28,532.36258173,1.675
HD 74156 c,1,Radial Velocity,2003,Published Confirmed,0,2448.48726,3.678,2753.98314665,8.665
HD 7449 b,1,Radial Velocity,2011,Published Confirmed,0,1270.55195,2.438,2597.92939882,8.174
HD 74698 b,1,Radial Velocity,2023,Published Confirmed,0,15.017,0.121,23.0,0.07
HD 74698 c,1,Radial Velocity,2023,Published Confirmed,0,3449.0,4.5,126.0,0.4
HD 75289 b,1,Radial Velocity,1999,Published Confirmed,0,3.50927,0.05,155.7367,0.49
HD 75302 b,1,Radial Velocity,2023,Published Confirmed,0,4356.0,5.3,1716.2733978,5.4
HD 75784 b,1,Radial Velocity,2014,Published Confirmed,0,341.2,1.032,317.83,1.0
HD 75784 c,1,Radial Velocity,2018,Published Confirmed,0,7900.0,8.4,1792.5612,5.64
HD 75898 b,1,Radial Velocity,2007,Published Confirmed,0,422.82,1.2025,810.46243785,2.55
HD 75898 c,1,Radial Velocity,2024,Published Confirmed,0,6717.0,7.39,2698.36317543,8.49
HD 76700 b,1,Radial Velocity,2002,Published Confirmed,0,3.97097,0.05,66.7443,0.21
HD 76920 b,1,Radial Velocity,2017,Published Confirmed,0,415.891,1.091,994.80291391,3.13
HD 77338 b,1,Radial Velocity,2012,Published Confirmed,0,5.7361,0.06,19.0698,0.06
HD 77946 b,1,Transit,2024,Published Confirmed,0,6.527363,0.073,10.9,0.03429524
HD 79181 b,1,Radial Velocity,2021,Published Confirmed,0,273.1,0.9,203.41018048,0.64
HD 7924 b,1,Radial Velocity,2008,Published Confirmed,0,5.39792,0.06,6.3566,0.02
HD 7924 c,1,Radial Velocity,2015,Published Confirmed,0,15.299,0.1134,7.86,0.0247302
HD 7924 d,1,Radial Velocity,2015,Published Confirmed,0,24.451,0.1551,6.44,0.0202624
HD 79498 b,1,Radial Velocity,2011,Published Confirmed,0,1807.0,2.98,425.8922,1.34
HD 80606 b,1,Radial Velocity,2001,Published Confirmed,0,111.436765,0.4603,1323.46926959,4.1641
HD 80653 b,1,Transit,2020,Published Confirmed,0,0.71957926,0.01657,5.61,0.01765103
HD 80869 b,1,Radial Velocity,2021,Published Confirmed,0,1752.92067,2.905,1609.80088146,5.065
HD 80883 b,1,Radial Velocity,2022,Published Confirmed,0,6383.78352,6.462,1748.0562385,5.5
HD 80913 b,1,Radial Velocity,2022,Published Confirmed,0,10839.83341,9.95,7505.2000029,23.614
HD 81040 b,1,Radial Velocity,2005,Published Confirmed,0,1002.7,1.946,2301.07766668,7.24
HD 81688 b,1,Radial Velocity,2007,Published Confirmed,0,183.93,0.648,525.68818518,1.654
HD 81817 b,1,Radial Velocity,2020,Published Confirmed,0,1021.20159,3.233,7668.5638041,24.128
HD 81817 c,1,Radial Velocity,2022,Published Confirmed,0,622.97802,2.325,7185.78245386,22.609
HD 82886 b,1,Radial Velocity,2011,Published Confirmed,0,705.0,1.58,740.5439,2.33
HD 82943 b,1,Radial Velocity,2003,Published Confirmed,0,441.47,1.18306,534.25,1.681
HD 82943 c,1,Radial Velocity,2003,Published Confirmed,0,220.078,0.74345,622.603,1.959
HD 8326 b,1,Radial Velocity,2019,Published Confirmed,0,158.991,0.533,66.6,0.20954598
HD 83443 b,1,Radial Velocity,2002,Published Confirmed,0,2.985628,0.0406,127.76701961,0.402
HD 83443 c,1,Radial Velocity,2022,Published Confirmed,0,8241.0,8.0,476.7426105,1.5
HD 8535 b,1,Radial Velocity,2010,Published Confirmed,0,1313.0,2.45,216.1244,0.68
HD 85390 b,1,Radial Velocity,2011,Published Confirmed,0,799.52,1.373,31.46517,0.099
HD 8574 b,1,Radial Velocity,2002,Published Confirmed,0,227.0,0.76,645.1949,2.03
HD 86065 b,1,Radial Velocity,2022,Published Confirmed,0,25775.78859,15.947,2877.30056857,9.053
HD 86081 b,1,Radial Velocity,2006,Published Confirmed,0,2.1378431,0.0346,470.3884,1.48
HD 86226 b,1,Radial Velocity,2009,Published Confirmed,0,1628.0,2.73,143.0235,0.45
HD 86226 c,1,Transit,2020,Published Confirmed,0,3.98442,0.049,7.25,0.02281094
HD 86264 b,1,Radial Velocity,2009,Published Confirmed,0,1488.79123,2.763,3117.26101586,9.808
HD 86728 b,1,Radial Velocity,2025,Published Confirmed,0,31.1515,0.1916,9.43,0.0296701
HD 8673 b,1,Radial Velocity,2009,Published Confirmed,0,1644.69097,2.97,4210.59073594,13.248
HD 86950 b,1,Radial Velocity,2016,Published Confirmed,0,1270.0,2.72,1144.188,3.6
HD 87646 b,1,Radial Velocity,2016,Published Confirmed,0,13.481,0.117,3941.092,12.4
HD 87816 b,1,Radial Velocity,2025,Published Confirmed,0,484.17,1.618,2142.16346318,6.74
HD 87816 c,1,Radial Velocity,2025,Published Confirmed,0,7596.0,10.14,3877.5065654,12.2
HD 87883 b,1,Radial Velocity,2009,Published Confirmed,0,3006.0,3.77,2005.49724817,6.31
HD 88072 b,1,Radial Velocity,2022,Published Confirmed,0,18538.79293,13.895,2511.79790052,7.903
HD 88133 b,1,Radial Velocity,2004,Published Confirmed,0,3.414884,0.0479,90.422635,0.2845
HD 88986 b,1,Radial Velocity,2023,Published Confirmed,0,146.05,0.58,17.2,0.05411725
HD 89307 b,1,Radial Velocity,2009,Published Confirmed,0,2166.0,3.27,670.6213,2.11
HD 89345 b,1,Transit,2018,Published Confirmed,0,11.8143,0.1066,34.9613,0.11
HD 89744 b,1,Radial Velocity,1999,Published Confirmed,0,256.78,0.917,2653.8805,8.35
HD 89839 b,1,Radial Velocity,2023,Published Confirmed,0,3391.2,4.713,1196.9,3.76586854
HD 90156 b,1,Radial Velocity,2011,Published Confirmed,0,49.77,0.25,17.98,0.057
HD 9174 b,1,Radial Velocity,2016,Published Confirmed,0,1179.0,2.2,352.7913,1.11
HD 92788 b,1,Radial Velocity,2000,Published Confirmed,0,325.803,0.97,1195.0408,3.76
HD 92788 c,1,Radial Velocity,2019,Published Confirmed,0,11611.2975,10.5,1166.4361,3.67
HD 93083 b,1,Radial Velocity,2005,Published Confirmed,0,144.72,0.508,143.34061156,0.451
HD 93351 b,1,Radial Velocity,2022,Published Confirmed,0,2.45946,0.035,3.49611248,0.011
HD 93351 c,1,Radial Velocity,2022,Published Confirmed,0,14010.2941,11.154,4154.01727949,13.07
HD 93385 b,1,Radial Velocity,2021,Published Confirmed,0,7.3426,0.0756,4.2,0.01321468
HD 93385 c,1,Radial Velocity,2021,Published Confirmed,0,13.18,0.112,7.1,0.0223391
HD 93385 d,1,Radial Velocity,2021,Published Confirmed,0,45.85,0.2565,8.7,0.02737326
HD 93963 A b,1,Transit,2022,Published Confirmed,0,1.0376109,0.02061,2.8,0.00880979
HD 93963 A c,1,Transit,2022,Published Confirmed,0,3.6451389,0.04726,18.4,0.05789287
HD 9446 b,1,Radial Velocity,2009,Published Confirmed,0,30.052,0.189,222.472,0.7
HD 9446 c,1,Radial Velocity,2009,Published Confirmed,0,192.9,0.654,578.426,1.82
HD 94771 b,1,Radial Velocity,2023,Published Confirmed,0,2164.0,3.48,169.0,0.53
HD 94834 b,1,Radial Velocity,2018,Published Confirmed,0,1576.0,2.74,400.4658,1.26
HD 94890 b,1,Radial Velocity,2025,Published Confirmed,0,824.61,2.07,676.97450691,2.13
HD 94890 c,1,Radial Velocity,2025,Published Confirmed,0,2492.19,4.33,2831.85110637,8.91
