planet_name,default_flag,discovery_method,discovery_year,solution_type,pl_controv_flag,orbital_period_days,orbital_distance_au,planet_mass_earth,planet_mass_jupiter
OGLE-2019-BLG-0468L b,1,Microlensing,2022,Published Confirmed,0,,3.29,1090.15143601,3.43
OGLE-2019-BLG-0468L c,1,Microlensing,2022,Published Confirmed,0,,2.77,3248.20631954,10.22
OGLE-2019-BLG-0679L b,1,Microlensing,2023,Published Confirmed,0,,6.99,1061.54687938,3.34
OGLE-2019-BLG-0954L b,1,Microlensing,2021,Published Confirmed,0,,2.65,4513.1633794,14.2
OGLE-2019-BLG-0960L b,1,Microlensing,2021,Published Confirmed,0,,1.9,2.5,0.00786588
OGLE-2019-BLG-1053L b,1,Microlensing,2021,Published Confirmed,0,,3.4,2.48,0.00780295
OGLE-2019-BLG-1180L b,1,Microlensing,2023,Published Confirmed,0,,5.19,555.24622703,1.747
OGLE-2019-BLG-1470L AB c,1,Microlensing,2022,Published Confirmed,0,,3.2,699.2224954,2.2
OGLE-2019-BLG-1492L b,1,Microlensing,2022,Published Confirmed,0,,2.7,37.1,0.11672965
OGLE-2023-BLG-0766L b,1,Microlensing,2026,Published Confirmed,0,,2.5,349.6112477,1.1
OGLE-2023-BLG-0836L b,1,Microlensing,2024,Published Confirmed,0,,3.7,1385.73185452,4.36
OGLE-TR-10 b,1,Transit,2004,Published Confirmed,0,3.101278,0.0434,197.046,0.62
OGLE-TR-111 b,1,Transit,2004,Published Confirmed,0,4.0144463,0.0473,,
OGLE-TR-113 b,1,Transit,2004,Published Confirmed,0,1.4324752,0.02289,400.449,1.26
OGLE-TR-132 b,1,Transit,2004,Published Confirmed,0,1.689868,0.03035,375.02,1.18
OGLE-TR-182 b,1,Transit,2007,Published Confirmed,0,3.9791,0.051,320.995,1.01
OGLE-TR-211 b,1,Transit,2007,Published Confirmed,0,3.67724,0.051,327.351,1.03
OGLE-TR-56 b,1,Transit,2002,Published Confirmed,0,1.2119189,0.02383,441.77,1.39
OGLE2-TR-L9 b,1,Transit,2008,Published Confirmed,0,2.4855335,0.0308,1430.175,4.5
PH1 b,1,Transit,2012,Published Confirmed,0,138.317,0.652,169.0,0.531
PH2 b,1,Transit,2013,Published Confirmed,0,282.52542,0.833,87.08498352,0.274
POTS-1 b,1,Transit,2013,Published Confirmed,0,3.1606296,0.03734,734.16,2.31
PSR B0329+54 b,1,Pulsar Timing,2017,Published Confirmed,0,10140.0,10.26,1.97,0.00619828
PSR B1257+12 b,1,Pulsar Timing,1994,Published Confirmed,0,25.262,0.19,0.02,6.293e-05
PSR B1257+12 c,1,Pulsar Timing,1992,Published Confirmed,0,66.5419,0.36,4.3,0.01352925
PSR B1257+12 d,1,Pulsar Timing,1992,Published Confirmed,0,98.2114,0.46,3.9,0.01227071
PSR J1719-1438 b,1,Pulsar Timing,2011,Published Confirmed,0,0.090706293,0.0044,382.8,1.2
PSR J2322-2650 b,1,Pulsar Timing,2017,Published Confirmed,0,0.322963997,0.0102,252.643067,0.7949
Pr0201 b,1,Radial Velocity,2012,Published Confirmed,0,4.4264,0.06,171.6282,0.54
Pr0211 b,1,Radial Velocity,2012,Published Confirmed,0,2.1461,0.03176,597.5204,1.88
Pr0211 c,1,Radial Velocity,2016,Published Confirmed,0,4850.0,5.5,2475.8957,7.79
Proxima Cen b,1,Radial Velocity,2016,Published Confirmed,0,11.18465,0.04848,1.055,0.0033194
Proxima Cen d,1,Radial Velocity,2025,Published Confirmed,0,5.12338,0.02881,0.26,0.00081805
Qatar-1 b,1,Transit,2010,Published Confirmed,0,1.4200242,0.02332,411.27202,1.294
Qatar-10 b,1,Transit,2019,Published Confirmed,0,1.645321,0.0286,233.92288,0.736
Qatar-2 b,1,Transit,2011,Published Confirmed,0,1.33711647,0.02153,792.635,2.494
Qatar-3 b,1,Transit,2017,Published Confirmed,0,2.5079204,0.03783,1369.8473,4.31
Qatar-4 b,1,Transit,2017,Published Confirmed,0,1.8053564,0.02803,1938.763,6.1
Qatar-5 b,1,Transit,2017,Published Confirmed,0,2.8792319,0.04127,1373.0256,4.32
Qatar-6 b,1,Transit,2017,Published Confirmed,0,3.506195,0.0423,212.31044,0.668
Qatar-7 b,1,Transit,2019,Published Confirmed,0,2.032046,0.0352,597.5204,1.88
Qatar-8 b,1,Transit,2019,Published Confirmed,0,3.71495,0.0474,117.91493,0.371
Qatar-9 b,1,Transit,2019,Published Confirmed,0,1.540731,0.0234,378.2177,1.19
RR Cae b,1,Eclipse Timing Variations,2012,Published Confirmed,1,4343.5,5.3,1334.886,4.2
Ross 128 b,1,Radial Velocity,2017,Published Confirmed,0,9.8658,0.0496,1.4,0.00440487
Ross 176 b,1,Transit,2025,Published Confirmed,0,5.0066338,0.0464,4.57,0.01437883
Ross 508 b,1,Radial Velocity,2022,Published Confirmed,0,10.77,0.05366,4.0,0.01258541
SPECULOOS-3 b,1,Transit,2024,Published Confirmed,0,0.71912603,0.00733,,
SWEEPS-11 b,1,Transit,2006,Published Confirmed,0,1.796,0.03,3082.82,9.7
SWEEPS-4 b,1,Transit,2006,Published Confirmed,0,4.2,0.055,1207.7,3.8
TAP 26 b,1,Radial Velocity,2017,Published Confirmed,0,10.79,0.0968,527.5978,1.66
TCP J05074264+2447555 b,1,Microlensing,2018,Published Confirmed,0,,0.94,20.0,0.06292704
TIC 139270665 b,1,Transit,2024,Published Confirmed,0,23.624,0.163,147.15455244,0.463
TIC 139270665 c,1,Radial Velocity,2024,Published Confirmed,0,1010.0,2.0,1554.18091023,4.89
TIC 147027702 b,1,Transit,2026,Published Confirmed,0,44.40523,0.274,346.43296363,1.09
TIC 172900988 b,1,Transit,2021,Published Confirmed,0,200.452,0.90281,942.0,2.96386345
TIC 237913194 b,1,Transit,2020,Published Confirmed,0,15.168865,0.1207,617.22586,1.942
TIC 241249530 b,1,Transit,2024,Published Confirmed,0,165.7719,0.641,1582.78546686,4.98
TIC 245076932 b,1,Transit,2026,Published Confirmed,0,21.61389,0.157,162.09248757,0.51
TIC 257060897 b,1,Transit,2021,Published Confirmed,0,3.66003639,0.04922,201.50321004,0.634
TIC 279401253 b,1,Transit,2023,Published Confirmed,0,76.8,0.369,1951.46641898,6.14
TIC 279401253 c,1,Transit,2023,Published Confirmed,0,155.3,0.591,2548.98382414,8.02
TIC 365102760 b,1,Transit,2024,Published Confirmed,0,4.21285367,0.0622,19.2,0.06040996
TIC 393818343 b,1,Transit,2024,Published Confirmed,0,16.24921,0.1291,1379.37528638,4.34
TIC 434398831 b,1,Transit,2025,Published Confirmed,0,3.685504,0.04641,,
TIC 434398831 c,1,Transit,2025,Published Confirmed,0,6.210291,0.06572,,
TIC 46432937 b,1,Transit,2024,Published Confirmed,0,1.44044527,0.02065,1017.0509024,3.2
TIC 4672985 b,1,Transit,2024,Published Confirmed,0,69.048,0.33,4049.13390518,12.74
TIC 52059926 b,1,Transit,2026,Published Confirmed,0,175.532,0.553,5380.0,16.9
TIC 87422071 b,1,Transit,2026,Published Confirmed,0,11.364929,0.106,409.99864503,1.29
TIC 88785435 b,1,Transit,2025,Published Confirmed,0,10.508843,0.08432,,
TIC 9344899 b,1,Transit,2026,Published Confirmed,0,8.5821566,0.0815,6170.0,19.4
TOI-1052 b,1,Transit,2023,Published Confirmed,0,9.139703,0.09103,16.9,0.05317335
TOI-1052 c,1,Radial Velocity,2023,Published Confirmed,0,35.806,0.2263,34.3,0.10791987
TOI-1062 b,1,Transit,2021,Published Confirmed,0,4.11296,0.052,10.15,0.03193547
TOI-1062 c,1,Radial Velocity,2021,Published Confirmed,0,7.972,0.08,9.78,0.03077132
TOI-1064 b,1,Transit,2022,Published Confirmed,0,6.443868,0.06152,13.5,0.04247575
TOI-1064 c,1,Transit,2022,Published Confirmed,0,12.226574,0.09429,2.5,0.00786588
TOI-1075 b,1,Transit,2022,Published Confirmed,0,0.6047328,0.01159,9.95,0.0313062
TOI-1080 b,1,Transit,2026,Published Confirmed,0,3.9652482,0.0272,10.7,0.03366596
TOI-1107 b,1,Transit,2022,Published Confirmed,0,4.0782387,0.0561,1064.72516345,3.35
TOI-1117 b,1,Transit,2025,Published Confirmed,0,2.22816,0.033,8.9,0.02800253
TOI-1117 c,1,Radial Velocity,2025,Published Confirmed,0,4.579,0.0534,8.78,0.02762497
TOI-1117 d,1,Radial Velocity,2025,Published Confirmed,0,8.665,0.0817,10.71,0.03369743
TOI-1130 b,1,Transit,2020,Published Confirmed,0,4.074554,0.0453,19.8,0.06229777
TOI-1130 c,1,Transit,2020,Published Confirmed,0,8.3501898,0.0731,336.0,1.05717423
TOI-1135 b,1,Transit,2024,Published Confirmed,0,8.0277327,0.0815,58.79825529,0.185
TOI-1136 b,1,Transit,2022,Published Confirmed,0,4.1727,0.05106,3.5,0.01101223
TOI-1136 c,1,Transit,2022,Published Confirmed,0,6.2574,0.0669,6.32,0.01988494
TOI-1136 d,1,Transit,2022,Published Confirmed,0,12.5199,0.1062,8.35,0.02627204
TOI-1136 f,1,Transit,2022,Published Confirmed,0,26.321,0.174,9.7,0.03051961
TOI-1136 g,1,Transit,2022,Published Confirmed,0,39.545,0.229,5.6,0.01761957
TOI-1173 b,1,Transit,2024,Published Confirmed,0,7.06466,0.0696,27.4,0.08621004
TOI-1174 b,1,Transit,2024,Published Confirmed,0,8.953487683,0.07994,,
TOI-1180 b,1,Transit,2024,Published Confirmed,0,9.686760378,0.080799,,
TOI-1184 b,1,Transit,2024,Published Confirmed,0,5.748433803,0.056027,,
TOI-1194 b,1,Transit,2023,Published Confirmed,0,2.3106446,0.034,120.0,0.37756222
TOI-1199 b,1,Transit,2024,Published Confirmed,0,3.671463,0.04988,75.96098927,0.239
TOI-1201 b,1,Transit,2021,Published Confirmed,0,2.4919863,0.0287,6.28,0.01975909
TOI-1203 b,1,Radial Velocity,2025,Published Confirmed,0,4.1572888,0.04869,3.51,0.0110437
TOI-1203.01,1,Transit,2021,Published Confirmed,0,25.502672,0.1632,7.39,0.02325154
TOI-122 b,1,Transit,2020,Published Confirmed,0,5.07803,0.0392,,
TOI-1221 b,1,Transit,2023,Published Confirmed,0,91.68278,0.387,1112.3994245,3.5
TOI-1224 b,1,Transit,2024,Published Confirmed,0,4.1782745,0.0355,,
TOI-1227 b,1,Transit,2022,Published Confirmed,0,27.36397,0.0886,,
TOI-1231 b,1,Transit,2021,Published Confirmed,0,24.245586,0.1288,15.4,0.04845382
TOI-1232 b,1,Transit,2026,Published Confirmed,0,14.256,0.117,220.57291446,0.694
TOI-1232 c,1,Transit Timing Variations,2026,Published Confirmed,0,30.356,0.194,58.48042689,0.184
TOI-1233.01,1,Transit,2021,Published Confirmed,0,14.175685,0.1074,,
TOI-1238 b,1,Transit,2022,Published Confirmed,0,0.764597,0.0139,3.76,0.01183028
TOI-1238 c,1,Transit,2022,Published Confirmed,0,3.294736,0.037,8.32,0.02617765
TOI-1244 b,1,Transit,2024,Published Confirmed,0,6.400316483,0.060694,,
TOI-1246 b,1,Transit,2022,Published Confirmed,0,4.30744,0.049,8.1,0.02548545
TOI-1246 c,1,Transit,2022,Published Confirmed,0,5.904137,0.061,9.1,0.0286318
TOI-1246 d,1,Transit,2022,Published Confirmed,0,18.654874,0.132,5.4,0.0169903
TOI-1246 e,1,Transit,2022,Published Confirmed,0,37.92548,0.212,14.5,0.0456221
TOI-1248 b,1,Transit,2024,Published Confirmed,0,4.3601561,0.051,27.4,0.08621004
TOI-1249 b,1,Transit,2024,Published Confirmed,0,13.079151,0.109,11.9,0.03744159
TOI-125 b,1,Transit,2019,Published Confirmed,0,4.65382,0.05186,9.5,0.02989019
TOI-125 c,1,Transit,2019,Published Confirmed,0,9.15059,0.0814,6.63,0.02086021
TOI-125 d,1,Transit,2020,Published Confirmed,0,19.98,0.137,13.6,0.04279017
TOI-1259 A b,1,Transit,2021,Published Confirmed,0,3.4779792,0.0408,141.0,0.44363561
TOI-1260 b,1,Transit,2021,Published Confirmed,0,3.127463,0.0367,8.56,0.02693277
TOI-1260 c,1,Transit,2021,Published Confirmed,0,7.493134,0.0657,13.2,0.04153184
TOI-1260 d,1,Transit,2022,Published Confirmed,0,16.608164,0.1116,11.84,0.03725281
TOI-1266 b,1,Transit,2020,Published Confirmed,0,10.8945,0.073,4.46,0.01403273
TOI-1266 c,1,Transit,2020,Published Confirmed,0,18.8027,0.105,3.17,0.00997394
TOI-1266 d,1,Transit Timing Variations,2025,Published Confirmed,0,32.509,0.1513,3.68,0.01157857
TOI-1268 b,1,Transit,2022,Published Confirmed,0,8.1577094,0.0711,96.4,0.30330832
TOI-1269 b,1,Transit,2024,Published Confirmed,0,4.2529913,0.0496,6.4,0.02013665
TOI-1272 b,1,Transit,2022,Published Confirmed,0,3.3159765,0.041,24.1,0.07582708
TOI-1273 b,1,Transit,2024,Published Confirmed,0,4.631296,0.0549,70.55790635,0.222
TOI-1278 b,1,Transit,2021,Published Confirmed,0,14.47567,0.095,5879.8255295,18.5
TOI-1279 b,1,Transit,2024,Published Confirmed,0,9.61419,0.085,10.6,0.03335133
TOI-128.01,1,Transit,2024,Published Confirmed,0,4.9404681,0.05381019,,
TOI-1288 b,1,Transit,2022,Published Confirmed,0,2.6998279,0.0374,44.1,0.13875412
TOI-1288 c,1,Radial Velocity,2022,Published Confirmed,0,416.0,1.07,85.7,0.26964235
TOI-1294 b,1,Transit,2024,Published Confirmed,0,3.915292,0.051,63.9,0.20105188
TOI-1294 c,1,Radial Velocity,2024,Published Confirmed,0,159.9,0.61,147.0,0.46251372
TOI-1295 b,1,Transit,2024,Published Confirmed,0,3.1968838,0.047,451.31633794,1.42
TOI-1296 b,1,Transit,2021,Published Confirmed,0,3.9443736,0.051,95.3,0.29984733
TOI-1298 b,1,Transit,2021,Published Confirmed,0,4.537143,0.057,99.0,0.31148883
TOI-1301.01,1,Transit,2024,Published Confirmed,0,6.096407209,0.059866,,
TOI-132 b,1,Transit,2020,Published Confirmed,0,2.1097019,0.026,22.4,0.07047793
TOI-1333 b,1,Transit,2021,Published Confirmed,0,4.720219,0.0626,753.2571,2.37
TOI-1386 b,1,Transit,2024,Published Confirmed,0,25.8401,0.173,45.8,0.14410292
TOI-1386 c,1,Radial Velocity,2024,Published Confirmed,0,232.0,0.75,75.2,0.23660566
TOI-1408 b,1,Transit,2023,Published Confirmed,0,4.42587,0.05778,593.0,1.86578665
TOI-1408 c,1,Transit Timing Variations,2024,Published Confirmed,0,2.1664,0.03587,7.6,0.02391227
TOI-1410 c,1,Radial Velocity,2024,Published Confirmed,0,47.56,0.239,27.0,0.0849515
TOI-1410.01,1,Transit,2024,Published Confirmed,0,1.21687,0.0207,12.5,0.0393294
TOI-1411 b,1,Transit,2022,Published Confirmed,0,1.4520527,0.02122,2.0,0.0062927
TOI-1416 b,1,Transit,2023,Published Confirmed,0,1.0697568,0.019,3.48,0.0109493
TOI-1420 b,1,Transit,2023,Published Confirmed,0,6.9561063,0.071,25.1,0.07897343
TOI-1422 b,1,Transit,2022,Published Confirmed,0,12.99894,0.107,9.5,0.02989034
TOI-1422 c,1,Radial Velocity,2025,Published Confirmed,0,34.5633,0.205,14.0,0.04404893
TOI-1431 b,1,Transit,2021,Published Confirmed,0,2.650237,0.046,991.62462984,3.12
TOI-1437 b,1,Transit,2024,Published Confirmed,0,18.840942,0.14,9.6,0.03020498
TOI-1438 b,1,Transit,2025,Published Confirmed,0,5.13967,0.0553,9.4,0.02957571
TOI-1438 c,1,Transit,2025,Published Confirmed,0,9.428089,0.083,10.6,0.03335133
TOI-1439 b,1,Transit,2024,Published Confirmed,0,27.644,0.192,38.5,0.12113455
TOI-1442 b,1,Transit,2022,Published Confirmed,0,0.4090677,0.0071,,
TOI-1443 b,1,Transit,2024,Published Confirmed,0,23.540678,0.147,30.0,0.09439056
TOI-1444 b,1,Transit,2021,Published Confirmed,0,0.4702743,0.0116,3.58,0.01126394
TOI-1448 b,1,Transit,2024,Published Confirmed,0,8.112245,0.0567,19.5,0.06135386
TOI-1451 b,1,Transit,2024,Published Confirmed,0,16.537944,0.127,15.2,0.04782455
TOI-1452 b,1,Transit,2022,Published Confirmed,0,11.06201,0.061,4.82,0.01516542
TOI-1467 b,1,Transit,2024,Published Confirmed,0,5.97114713,0.050748,,
TOI-1468 b,1,Transit,2022,Published Confirmed,0,1.8805201,0.02107,3.04,0.00956491
TOI-1468 c,1,Transit,2022,Published Confirmed,0,15.532477,0.08608,4.1,0.01290004
TOI-1470 b,1,Transit,2023,Published Confirmed,0,2.527093,0.0285,7.32,0.0230313
TOI-1470 c,1,Transit,2023,Published Confirmed,0,18.08816,0.106,7.24,0.02277959
TOI-1472 b,1,Transit,2024,Published Confirmed,0,6.36338574,0.064,18.05,0.057
TOI-1472 c,1,Radial Velocity,2025,Published Confirmed,0,15.5381747,0.116,21.13,0.067
TOI-1478 b,1,Transit,2021,Published Confirmed,0,10.1802117,0.0818,279.68899816,0.88
TOI-150.01,1,Transit,2019,Published Confirmed,0,5.857487,0.07037,797.7533,2.51
TOI-1518 b,1,Transit,2021,Published Confirmed,0,1.90261131,0.03712,581.62598481,1.83
TOI-1533 b,1,Transit,2026,Published Confirmed,0,3.6457974,0.0445,28.1,0.08841249
TOI-1533 c,1,Transit,2026,Published Confirmed,0,8.0637926,0.076,36.6,0.11515648
TOI-157 b,1,Transit,2020,Published Confirmed,0,2.0845435,0.03138,375.0394,1.18
TOI-159 b,1,Transit,2026,Published Confirmed,0,3.7628396,0.056,1110.0,3.49
TOI-1601 b,1,Transit,2021,Published Confirmed,0,5.33175,0.069,387.0,1.21763817
TOI-163 b,1,Transit,2019,Published Confirmed,0,4.231306,0.058,387.7526,1.22
TOI-1630.01,1,Transit,2024,Published Confirmed,0,12.055734733,0.101151,,
TOI-1634 b,1,Transit,2021,Published Confirmed,0,0.98934551,0.01544,4.9,0.01541712
TOI-1648 b,1,Transit,2025,Published Confirmed,0,7.331602,0.0694,7.4,0.0233
TOI-1659.01,1,Transit,2024,Published Confirmed,0,5.877556328,0.065757,,
TOI-1669 b,1,Radial Velocity,2023,Published Confirmed,0,500.0,1.27,191.0,0.60095321
TOI-1669 c,1,Transit,2024,Published Confirmed,0,2.6800535,0.0376,13.0,0.04090257
TOI-1670 b,1,Transit,2022,Published Confirmed,0,10.98462,0.103,41.31769291,0.13
TOI-1670 c,1,Transit,2022,Published Confirmed,0,40.74976,0.249,200.23189641,0.63
TOI-1680 b,1,Transit,2023,Published Confirmed,0,4.8026345,0.03144,,
TOI-1683.01,1,Transit,2024,Published Confirmed,0,3.0575356,0.036507593,,
TOI-1685 b,1,Transit,2021,Published Confirmed,0,0.66913923,0.01164,3.07,0.0096593
TOI-169 b,1,Transit,2020,Published Confirmed,0,2.2554477,0.03524,251.40353,0.791
TOI-1691 b,1,Transit,2024,Published Confirmed,0,16.736888935,0.129365,,
TOI-1693 b,1,Transit,2022,Published Confirmed,0,1.7666957,0.0226,,
TOI-1694 b,1,Transit,2023,Published Confirmed,0,3.7701389,0.0445,28.24,0.08885298
TOI-1694 c,1,Radial Velocity,2023,Published Confirmed,0,386.25,0.974,316.55709337,0.996
TOI-1695 b,1,Transit,2022,Published Confirmed,0,3.1342791,0.033548,6.36,0.0200108
TOI-1696 b,1,Transit,2022,Published Confirmed,0,2.500311,0.0229,48.8,0.15354197
TOI-1710 b,1,Transit,2022,Published Confirmed,0,24.28336,0.1652,19.1,0.06009532
TOI-1716.01,1,Transit,2024,Published Confirmed,0,8.082376554,0.080496,,
TOI-172 b,1,Transit,2019,Published Confirmed,0,9.47725,0.0914,1722.6386,5.42
TOI-1723 b,1,Transit,2024,Published Confirmed,0,13.727012643,0.113496,,
TOI-1728 b,1,Transit,2020,Published Confirmed,0,3.49151,0.0391,26.78,0.08425888
TOI-1736 b,1,Transit,2023,Published Confirmed,0,7.073076,0.073,12.3,0.03870013
TOI-1736 c,1,Radial Velocity,2023,Published Confirmed,0,571.25,1.37,2441.0,7.68024489
TOI-1739 b,1,Transit,2024,Published Confirmed,0,8.303341406,0.073872,,
TOI-1742 b,1,Transit,2024,Published Confirmed,0,21.269084,0.154,9.7,0.03051961
TOI-1743 b,1,Transit,2025,Published Confirmed,0,4.266046,0.03589,,
TOI-1744.01,1,Transit,2024,Published Confirmed,0,22.341702927,0.164086,,
TOI-1749 b,1,Transit,2021,Published Confirmed,0,2.38839,0.0291,57.0,0.17934206
TOI-1749 c,1,Transit,2021,Published Confirmed,0,4.4929,0.0443,14.0,0.04404893
TOI-1749 d,1,Transit,2021,Published Confirmed,0,9.0497,0.0707,15.0,0.04719528
TOI-1751 b,1,Transit,2024,Published Confirmed,0,37.46852,0.215,19.5,0.06135386
TOI-1752 b,1,Transit,2026,Published Confirmed,0,0.9351861,0.01624,,
TOI-1752 c,1,Transit,2026,Published Confirmed,0,32.71443,0.1614,,
TOI-1753 b,1,Transit,2024,Published Confirmed,0,5.3846104,0.059,16.6,0.05222944
TOI-1758 b,1,Transit,2024,Published Confirmed,0,20.705074685,0.141409,,
TOI-1759 b,1,Transit,2022,Published Confirmed,0,18.85019,0.1177,10.8,0.0339806
TOI-1768.01,1,Transit,2024,Published Confirmed,0,7.337703649,0.076381,,
TOI-1772.01,1,Transit,2024,Published Confirmed,0,8.054246874,0.078375,,
TOI-1775 b,1,Transit,2024,Published Confirmed,0,10.2405549,0.08,96.0,0.30204978
TOI-1776 b,1,Transit,2024,Published Confirmed,0,2.799868,0.0378,1.4,0.00440489
TOI-1777.01,1,Transit,2024,Published Confirmed,0,14.650111974,0.119466,,
TOI-1782.01,1,Transit,2024,Published Confirmed,0,4.987641028,0.05024,,
TOI-1782.02,1,Transit,2024,Published Confirmed,0,1.829024227,0.025739,,
TOI-1789 b,1,Transit,2021,Published Confirmed,0,3.208664,0.04882,222.4798849,0.7
TOI-1794 b,1,Transit,2024,Published Confirmed,0,8.765528,0.082,8.7,0.02737326
TOI-1798.01,1,Transit,2024,Published Confirmed,0,8.021522331,0.074984,,
TOI-1798.02,1,Transit,2024,Published Confirmed,0,0.437811822,0.010789,,
TOI-1799 b,1,Transit,2024,Published Confirmed,0,7.094570865,0.072502,,
TOI-1803 b,1,Transit,2025,Published Confirmed,0,6.293287,0.06,10.32,0.03247035
TOI-1803 c,1,Transit,2025,Published Confirmed,0,12.885779,0.097,8.0,0.02517081
TOI-1806.01,1,Transit,2024,Published Confirmed,0,15.1454693,0.087735044,,
TOI-1807 b,1,Transit,2021,Published Confirmed,0,0.54937097,0.0122,2.44,0.0076771
TOI-181 b,1,Transit,2023,Published Confirmed,0,4.532,0.0539,46.1687,0.1452
TOI-1811 b,1,Transit,2023,Published Confirmed,0,3.7130765,0.04389,308.9292116,0.972
TOI-1820 b,1,Transit,2022,Published Confirmed,0,4.860674,0.061,731.0053361,2.3
TOI-1823 b,1,Transit,2024,Published Confirmed,0,38.8,0.212,67.4,0.21206412
TOI-1824 b,1,Transit,2024,Published Confirmed,0,22.808533,0.151,16.0,0.05034163
TOI-1836 b,1,Transit,2024,Published Confirmed,0,20.380799,0.1597,38.45723725,0.121
TOI-1836 c,1,Transit,2024,Published Confirmed,0,1.7727471,0.03089,8.0,0.02517081
TOI-1842 b,1,Transit,2021,Published Confirmed,0,9.5739181,0.1,89.4,0.28128386
TOI-1846 b,1,Transit,2025,Published Confirmed,0,3.9306737,0.03646,,
TOI-1853 b,1,Transit,2023,Published Confirmed,0,1.2436258,0.0213,73.2,0.23031296
TOI-1855 b,1,Transit,2024,Published Confirmed,0,1.36414864,0.02398,360.09958513,1.133
TOI-1859 b,1,Transit,2023,Published Confirmed,0,63.48347,0.337,,
TOI-1860 b,1,Transit,2022,Published Confirmed,0,1.0662107,0.0204,,
TOI-1883 b,1,Transit,2024,Published Confirmed,0,4.508,0.0423,13.7,0.04310502
TOI-1898 b,1,Transit,2024,Published Confirmed,0,45.52234,0.269,129.0,0.40587939
TOI-1899 b,1,Transit,2020,Published Confirmed,0,29.090312,0.1525,212.94503269,0.67
TOI-1937 A b,1,Transit,2023,Published Confirmed,0,0.94667944,0.01932,638.83509807,2.01
TOI-198 b,1,Transit,2023,Published Confirmed,0,10.215213,0.0675,3.17,0.00997394
TOI-199 b,1,Transit,2023,Published Confirmed,0,104.854,0.4254,54.03082919,0.17
TOI-199 c,1,Transit Timing Variations,2023,Published Confirmed,0,273.69,0.807,88.99195396,0.28
TOI-1994 b,1,Transit,2024,Published Confirmed,0,4.0337142,0.0613,7024.0077947,22.1
TOI-2000 b,1,Transit,2023,Published Confirmed,0,3.09833,0.04271,11.0,0.0347
TOI-2000 c,1,Transit,2023,Published Confirmed,0,9.127055,0.0878,81.7,0.257
TOI-2005 b,1,Transit,2025,Published Confirmed,0,17.305904,0.16,2034.1018048,6.4
TOI-201 b,1,Transit,2021,Published Confirmed,0,52.9786,0.303,164.0,0.51600171
TOI-201 c,1,Transit Timing Variations,2025,Published Confirmed,0,2890.0,4.37,4990.0,15.70029579
TOI-201 d,1,Transit,2026,Published Confirmed,0,5.84889,0.0698,5.8,0.01824884
TOI-2010 b,1,Transit,2023,Published Confirmed,0,141.834025,0.5516,408.7273314,1.286
TOI-2015 b,1,Transit,2023,Published Confirmed,0,3.348237,0.029322,9.2,0.02894644
TOI-2015 c,1,Transit Timing Variations,2025,Published Confirmed,0,5.582796,0.041232,8.91,0.028034
TOI-2019 b,1,Transit,2024,Published Confirmed,0,15.3444,0.128,34.4,0.1082345
TOI-2025 b,1,Transit,2022,Published Confirmed,0,8.8720982,0.0892,1144.1822652,3.6
TOI-2031 A b,1,Transit,2025,Published Confirmed,0,5.71548654,0.066,254.2627256,0.8
TOI-2040 b,1,Transit,2026,Published Confirmed,0,3.8608576,0.0473,248.22398587,0.781
TOI-2049 b,1,Transit,2026,Published Confirmed,0,5.303468,0.06919,486.27746271,1.53
TOI-206 b,1,Transit,2022,Published Confirmed,0,0.7363104,0.0112,,
TOI-2068 b,1,Transit,2024,Published Confirmed,0,7.768915,0.0632,,
TOI-2076 b,1,Transit,2021,Published Confirmed,0,10.35504,0.08781,6.7,0.02108056
TOI-2076 c,1,Transit,2021,Published Confirmed,0,21.01447,0.1407,7.2,0.02265373
TOI-2076 d,1,Transit,2021,Published Confirmed,0,35.12803,0.1982,7.3,0.02296837
TOI-2076 e,1,Transit,2025,Published Confirmed,0,3.0223753,0.03863,4.7,0.01478785
TOI-2081 b,1,Transit,2022,Published Confirmed,0,10.50534,0.0752,,
TOI-2084 b,1,Transit,2023,Published Confirmed,0,6.0784247,0.05006,,
TOI-2088 b,1,Transit,2024,Published Confirmed,0,124.72997,0.472,37.0,0.11641502
TOI-2093 b,1,Radial Velocity,2025,Published Confirmed,0,12.836,0.097,10.6,0.03335133
TOI-2093 c,1,Transit,2025,Published Confirmed,0,53.81149,0.257,15.8,0.04971236
TOI-2094 b,1,Transit,2026,Published Confirmed,0,18.793193,0.136,,
TOI-2095 b,1,Transit,2023,Published Confirmed,0,17.66484,0.101,4.1,0.01290004
TOI-2095 c,1,Transit,2023,Published Confirmed,0,28.17232,0.137,7.4,0.023283
TOI-2096 b,1,Transit,2023,Published Confirmed,0,3.1190633,0.025,,
TOI-2096 c,1,Transit,2023,Published Confirmed,0,6.38784,0.04,,
TOI-2107 b,1,Transit,2024,Published Confirmed,0,2.4545467,0.03515,263.79757781,0.83
TOI-2109 b,1,Transit,2021,Published Confirmed,0,0.67247414,0.01791,1595.49860314,5.02
TOI-2120 b,1,Transit,2024,Published Confirmed,0,5.7998164,0.0377,6.8,0.02139519
TOI-2128 b,1,Transit,2024,Published Confirmed,0,16.34136,0.127,4.5,0.01415858
TOI-2133 b,1,Transit,2026,Published Confirmed,0,3.8266472,0.041,,
TOI-2134 b,1,Transit,2023,Published Confirmed,0,9.229198,0.07803,9.37,0.02948132
